Date,AAPL,GSPC,MSFT
2022-12-29,127.56437683105469,234.8462371826172,3849.280029296875
2022-12-30,127.8792724609375,233.68666076660156,3839.5
2023-01-03,123.09601593017578,233.4528045654297,3824.139892578125
2023-01-04,124.36565399169922,223.24081420898438,3852.969970703125
2023-01-05,123.04680633544922,216.62445068359375,3808.10009765625
2023-01-06,127.57421112060547,219.17747497558594,3895.080078125
2023-01-09,128.09585571289062,221.3114776611328,3892.090087890625
2023-01-10,128.66668701171875,222.99722290039062,3919.25
2023-01-11,131.38311767578125,229.74024963378906,3969.610107421875
2023-01-12,131.3043975830078,232.41015625,3983.169921875
2023-01-13,132.63307189941406,233.1117401123047,3999.090087890625
2023-01-17,133.79444885253906,234.203125,3990.969970703125
2023-01-18,133.07598876953125,229.7792205810547,3928.860107421875
2023-01-19,133.13502502441406,225.99844360351562,3898.85009765625
2023-01-20,135.6940155029297,234.07643127441406,3972.610107421875
2023-01-23,138.88290405273438,236.37608337402344,4019.81005859375
2023-01-24,140.2804412841797,235.84986877441406,4016.949951171875
2023-01-25,139.6210479736328,234.45645141601562,4016.219970703125
2023-01-26,141.68788146972656,241.657470703125,4060.429931640625
2023-01-27,143.6267547607422,241.81338500976562,4070.56005859375
2023-01-30,140.7429962158203,236.50277709960938,4017.77001953125
2023-01-31,142.0126495361328,241.47232055664062,4076.60009765625
2023-02-01,143.13470458984375,246.28598022460938,4119.2099609375
2023-02-02,148.4396209716797,257.83294677734375,4179.759765625
2023-02-03,152.0615234375,251.7427520751953,4136.47998046875
2023-02-06,149.33526611328125,250.20314025878906,4111.080078125
2023-02-07,152.20913696289062,260.71728515625,4164.0
2023-02-08,149.52224731445312,259.908447265625,4117.85986328125
2023-02-09,148.48883056640625,256.8779602050781,4081.5
2023-02-10,148.8535614013672,256.371337890625,4090.4599609375
2023-02-13,151.65298461914062,264.3810119628906,4137.2900390625
2023-02-14,151.0122528076172,265.2093505859375,4136.1298828125
2023-02-15,153.1118621826172,263.0895080566406,4147.60009765625
2023-02-16,151.51498413085938,256.08544921875,4090.409912109375
2023-02-17,150.37156677246094,252.08999633789062,4079.090087890625
2023-02-21,146.3596649169922,246.82470703125,3997.340087890625
2023-02-22,146.78353881835938,245.6915283203125,3991.050048828125
2023-02-23,147.26654052734375,248.87612915039062,4012.320068359375
2023-02-24,144.61495971679688,243.45452880859375,3970.0400390625
2023-02-27,145.8076629638672,244.37277221679688,3982.239990234375
